geneID,symbol,entity,0_R1,0_R2,0_R3,1_R1,1_R2,1_R3,4_R2,4_R3,7_R1,7_R2,7_R3,20_R1,20_R2,20_R3
gene-b2751,cysN,host,102.24003899606318,98.0458115569419,122.82567643924432,65.75088745187456,153.9787050365942,80.53991610640823,40.050214139637376,22.90333545820352,10.384109977107748,15.402714937048756,12.783651820282042,5.063393672486367,10.905146779834888,5.887711716404886
gene-b1314,ycjR,host,1.5949635770693482,1.8208133668475055,1.3899896901218374,1.304417878691588,1.3177179106691446,1.065398491993376,0.4041592673631408,0.2595875580793007,0.1209681686088993,0.2065686290043461,0.1546261273605517,0.0795626004037519,0.1179368082787144,0.0787007873308413
gene-b1821,mntP,host,42.42027167854405,73.20532036546848,65.51824493981772,114.37133714844546,141.34071960707325,120.3854693020808,19.76298675345415,21.394841583866462,10.69669322393181,12.239909314990756,10.06757754380076,5.263951959084018,8.697995611624343,4.709138645103092
gene-b4418,sraB,host,206.6035293749605,249.0367996792008,299.33316189120546,213.49462557599463,175.3933300121463,298.49354762224544,57.499994477972905,71.91883171008085,17.815507319123345,24.289281421774692,23.2145776555115,7.665357945192674,10.137598455303335,6.246234677328844
gene-b1084,rne,host,216.2494049690014,218.34698054847595,252.5401778571249,203.40774156157968,217.03442992773637,225.66759383166263,60.29360704375835,77.07868342942791,22.813828251914504,21.36293533659975,24.283512977163088,10.82788964328873,13.436741635929888,9.514984473260924
gene-b1163,bluF,host,3.337829535404385,3.0350864198773526,4.243965523329396,4.6846176170893745,5.199447551034429,6.6473031565052265,2.6541160850699574,3.558424043144903,0.8232858369883351,0.9538281473396052,0.8847491062796761,0.3719784312755971,0.46517038431306,0.2766605400179723
gene-b0472,recR,host,407.449848629381,383.84541282841184,439.7665896336461,345.394053450796,415.8741068148368,381.3666141536375,116.7903394512001,148.44953274156472,55.85457478419992,54.634025357452145,64.85687759925625,17.224013944381447,22.644313659666825,18.054661907839535
gene-b3628,waaB,host,0.0065831045318461,0.0178951388445775,0.014302319581457,0.0045595680767661,0.0065487492537034,0.0087453122158008,0.0155400420053371,0.0054183752202266,0.0080339970566011,0.0105285948504153,0.0059454198093311,0.0052840817944916,0.0050681994407356,0.0114990594822284
gene-b2586,yfiM,host,26.529911263340104,33.662744515410786,35.040682974569876,29.014051528488817,31.93606719389368,29.355098004371374,8.029021702757522,7.639909060519609,2.4905390875463547,3.0532925066204415,3.151072498945513,1.391474872549456,2.0103857781584566,2.031500508527032
gene-b0737,tolQ,host,76.62733675068954,111.451854341631,97.02545008532373,85.50433662502985,89.08680348401634,108.20109145128716,29.71578941384209,27.705489502696697,10.679999204073937,11.447454037360652,8.73745072238849,5.6409288767170125,8.080157965515623,5.358263041848804
gene-b0882,clpA,host,377.2727768866617,520.6282963612537,400.8018724891206,457.214743849576,411.8008837035123,349.9106573541385,57.36671000515682,50.82650121601086,27.097116080390865,31.40267855384742,26.56122174739454,17.29586488400944,24.526880107743263,15.484188080654542
